AGE,STATUS,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,HOURSPERWEEK,NATIVE,SALARYVALUE,ZODIAK
31,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,16.92,Leo
53,Local-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,14.87,Gemini
19,Private,Some-college,10,Sales,0,0,40,United-States,22.31,Capricorn
56,Private,Doctorate,16,Prof-specialty,0,0,40,United-States,154.24,Capricorn
55,Federal-gov,Some-college,10,Adm-clerical,0,0,40,United-States,118.68,Gemini
51,Private,5th-6th,3,Craft-repair,249235,0,40,United-States,39.14,Scorpio
62,Private,Some-college,10,Adm-clerical,0,0,40,United-States,30.25,Sagittarius
43,Private,Some-college,10,Sales,0,0,40,United-States,166.02,Libra
45,?,7th-8th,4,?,0,0,40,United-States,26.45,Pisces 
28,Local-gov,HS-grad,9,Craft-repair,208864,0,40,United-States,46.15,Scorpio
46,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,111.74,Cancer
62,State-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,30.49,Taurus
57,Local-gov,HS-grad,9,Other-service,0,0,40,United-States,28.61,Libra
60,Local-gov,Bachelors,13,Prof-specialty,0,0,40,United-States,103.12,Capricorn
23,Federal-gov,Some-college,10,Handlers-cleaners,0,0,40,United-States,35.88,Cancer
47,Private,Some-college,10,Sales,99999,0,40,United-States,443.72,Taurus
21,Private,Some-college,10,Adm-clerical,256799,0,40,United-States,13.84,Scorpio
51,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,13.80,Cancer
61,Local-gov,HS-grad,9,Handlers-cleaners,0,0,40,United-States,22.98,Virgo
52,Self-emp-not-inc,Bachelors,13,Adm-clerical,99999,10428,40,United-States,329.54,Virgo
76,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,19.31,Leo
24,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,20.09,Taurus
31,Self-emp-not-inc,Bachelors,13,Craft-repair,0,0,40,United-States,29.19,Capricorn
43,Private,Bachelors,13,Exec-managerial,15024,0,40,United-States,397.55,Pisces 
58,Federal-gov,Some-college,10,Prof-specialty,0,0,40,United-States,30.91,Aquarius
18,?,Some-college,10,?,217387,1602,40,United-States,32.75,Scorpio
19,Private,12th,8,Adm-clerical,0,0,40,United-States,41.75,Leo
44,Private,Some-college,10,Exec-managerial,0,0,40,United-States,43.54,Capricorn
41,Local-gov,Some-college,10,Prof-specialty,0,0,40,United-States,29.07,Leo
21,Private,Some-college,10,Sales,0,0,40,Vietnam,32.99,Libra
40,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,11.89,Pisces 
25,Private,Some-college,10,Other-service,0,0,40,Canada,11.53,Pisces 
62,Local-gov,Doctorate,16,Prof-specialty,0,0,40,Iran,42.32,Sagittarius
42,Private,HS-grad,9,Craft-repair,0,0,40,United-States,39.94,Pisces 
35,Private,Assoc-voc,11,Tech-support,0,0,40,United-States,38.89,Libra
19,Private,HS-grad,9,Sales,203355,0,40,United-States,24.25,Scorpio
60,Private,HS-grad,9,Other-service,0,0,40,United-States,31.18,Aquarius
20,Private,HS-grad,9,Sales,0,0,40,Puerto-Rico,18.42,Pisces 
23,Private,Assoc-acdm,12,Handlers-cleaners,0,0,40,United-States,22.25,Pisces 
18,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,37.27,Virgo
40,Private,Some-college,10,Exec-managerial,0,0,40,United-States,127.50,Aquarius
19,Private,Some-college,10,Other-service,0,0,40,United-States,32.79,Gemini
51,Private,HS-grad,9,Prof-specialty,0,0,40,United-States,41.90,Capricorn
41,Local-gov,Bachelors,13,Protective-serv,0,0,40,United-States,43.47,Libra
18,Private,10th,6,Other-service,0,0,40,United-States,32.46,Cancer
41,Private,Some-college,10,Sales,0,0,40,United-States,41.32,Capricorn
27,Private,Some-college,10,Exec-managerial,0,0,40,United-States,10.99,Sagittarius
71,Self-emp-not-inc,1st-4th,2,Craft-repair,0,0,40,United-States,13.92,Libra
25,Private,12th,8,Machine-op-inspct,0,0,40,El-Salvador,16.75,Gemini
73,Private,HS-grad,9,Other-service,0,0,40,United-States,19.62,Taurus
45,Private,Some-college,10,Other-service,0,0,40,United-States,36.44,Sagittarius
25,Private,Some-college,10,Sales,0,0,40,United-States,118.46,Taurus
50,Private,HS-grad,9,Prof-specialty,0,0,40,United-States,21.04,Sagittarius
44,Private,HS-grad,9,Transport-moving,0,0,40,Ecuador,35.62,Sagittarius
44,Local-gov,Assoc-voc,11,Protective-serv,0,0,40,Cuba,17.17,Capricorn
49,Private,HS-grad,9,Craft-repair,3103,0,40,United-States,440.37,Aquarius
44,Self-emp-inc,Some-college,10,Exec-managerial,7688,0,40,United-States,399.80,Pisces 
42,Federal-gov,HS-grad,9,Adm-clerical,221025,0,40,United-States,39.35,Scorpio
20,Private,HS-grad,9,Priv-house-serv,0,0,40,United-States,30.17,Libra
66,Private,HS-grad,9,Tech-support,0,0,40,United-States,20.32,Libra
19,Private,Some-college,10,Exec-managerial,0,0,40,United-States,27.84,Libra
60,Private,Some-college,10,Craft-repair,0,0,40,United-States,10.40,Gemini
46,Private,Assoc-voc,11,Prof-specialty,0,0,40,United-States,31.22,Capricorn
42,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,35.35,Sagittarius
59,Private,Some-college,10,Exec-managerial,0,0,40,Outlying-US(Guam-USVI-etc),36.51,Capricorn
58,Private,Assoc-acdm,12,Exec-managerial,5178,0,40,United-States,474.17,Sagittarius
47,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,25.75,Virgo
58,Private,Some-college,10,Tech-support,0,0,40,United-States,47.82,Taurus
69,?,Bachelors,13,?,99999,0,40,United-States,403.13,Libra
17,?,10th,6,?,0,0,40,United-States,26.16,Pisces 
19,Private,11th,7,Farming-fishing,0,0,40,United-States,34.83,Sagittarius
28,Private,Some-college,10,Tech-support,0,0,40,United-States,18.58,Cancer
37,Private,HS-grad,9,Prof-specialty,0,0,40,United-States,11.25,Cancer
30,Private,HS-grad,9,Craft-repair,0,0,40,United-States,46.93,Virgo
36,Private,Some-college,10,Prof-specialty,0,0,40,United-States,34.28,Gemini
45,Private,11th,7,Transport-moving,0,2824,40,United-States,635.97,Leo
59,Private,7th-8th,4,Other-service,0,0,40,United-States,13.72,Taurus
45,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,21.85,Cancer
53,Local-gov,Doctorate,16,Prof-specialty,10520,0,40,United-States,463.08,Libra
37,Private,HS-grad,9,Sales,0,0,40,United-States,14.73,Aquarius
26,Private,Some-college,10,Sales,0,0,40,United-States,28.47,Libra
53,Local-gov,9th,5,Craft-repair,0,0,40,United-States,46.63,Sagittarius
44,State-gov,HS-grad,9,Other-service,0,0,40,United-States,18.42,Taurus
27,Private,Bachelors,13,Craft-repair,240037,0,40,United-States,48.17,Scorpio
22,Private,Some-college,10,Craft-repair,0,0,40,United-States,16.83,Pisces 
41,Private,HS-grad,9,Transport-moving,0,0,40,United-States,28.86,Virgo
53,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,28.57,Pisces 
58,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,47.98,Libra
34,?,12th,8,?,0,0,40,United-States,38.54,Gemini
32,Private,Bachelors,13,Prof-specialty,271611,0,40,United-States,156.46,Scorpio
32,Private,Some-college,10,Handlers-cleaners,0,0,40,Mexico,28.68,Gemini
47,Private,Masters,14,Prof-specialty,7688,10132,40,United-States,410.55,Virgo
27,Private,HS-grad,9,Farming-fishing,0,0,40,United-States,23.32,Libra
25,Private,Some-college,10,Handlers-cleaners,0,0,40,United-States,41.13,Capricorn
40,Private,10th,6,Machine-op-inspct,0,0,40,United-States,37.77,Capricorn
36,Self-emp-not-inc,Some-college,10,Sales,0,0,40,United-States,48.56,Taurus
23,Local-gov,HS-grad,9,Transport-moving,254414,0,40,United-States,24.51,Scorpio
44,Private,9th,5,Machine-op-inspct,0,0,40,United-States,21.84,Capricorn
19,Private,HS-grad,9,Craft-repair,202830,0,40,United-States,10.79,Scorpio
42,Private,Bachelors,13,Sales,0,0,40,United-States,40.58,Pisces 
60,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,40,United-States,36.01,Virgo
41,Private,HS-grad,9,Sales,0,1848,40,United-States,381.79,Capricorn
45,Federal-gov,HS-grad,9,Transport-moving,0,0,40,United-States,19.85,Cancer
67,?,5th-6th,3,?,0,0,40,United-States,30.18,Aquarius
36,Self-emp-not-inc,Bachelors,13,Transport-moving,250736,0,40,?,46.33,Scorpio
52,State-gov,Masters,14,Prof-specialty,0,0,40,United-States,27.87,Sagittarius
28,Private,Doctorate,16,Adm-clerical,0,0,40,United-States,30.04,Taurus
83,Self-emp-inc,HS-grad,9,Sales,0,0,40,United-States,43.30,Taurus
17,Private,11th,7,Other-service,0,0,40,United-States,19.35,Leo
27,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,37.11,Taurus
35,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,0,13637,40,United-States,47.45,Virgo
40,Private,Some-college,10,Adm-clerical,221591,0,40,United-States,39.46,Scorpio
23,Private,Assoc-acdm,12,Sales,0,0,40,United-States,46.68,Libra
51,Local-gov,11th,7,Handlers-cleaners,231705,0,40,United-States,19.79,Scorpio
51,Private,1st-4th,2,Other-service,0,0,40,Mexico,47.75,Libra
82,?,10th,6,?,0,0,40,United-States,34.50,Cancer
28,Private,HS-grad,9,Exec-managerial,0,0,40,United-States,49.81,Cancer
53,Private,HS-grad,9,Other-service,0,0,40,Germany,150.33,Virgo
29,Private,Bachelors,13,Adm-clerical,0,12706,40,Canada,35.92,Virgo
19,Private,HS-grad,9,Craft-repair,0,0,40,United-States,15.77,Leo
30,Private,Bachelors,13,Sales,0,0,40,United-States,11.49,Cancer
23,Private,7th-8th,4,Machine-op-inspct,0,0,40,Dominican-Republic,16.19,Taurus
66,Private,Bachelors,13,Sales,0,0,40,United-States,112.56,Leo
27,Private,11th,7,Craft-repair,0,0,40,United-States,32.26,Capricorn
35,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,13.12,Libra
17,Private,12th,8,Handlers-cleaners,0,0,40,United-States,42.65,Pisces 
27,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,29.10,Taurus
27,Private,Prof-school,15,Prof-specialty,252765,0,40,United-States,27.44,Scorpio
44,Local-gov,Bachelors,13,Protective-serv,15024,0,40,United-States,403.85,Aquarius
64,Private,HS-grad,9,Transport-moving,0,0,40,United-States,30.98,Gemini
62,Self-emp-inc,HS-grad,9,Sales,0,0,40,United-States,20.68,Aquarius
26,Private,Some-college,10,Sales,0,0,40,United-States,26.60,Gemini
40,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,19.81,Pisces 
40,Private,Doctorate,16,Prof-specialty,0,0,40,United-States,111.75,Pisces 
35,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,35.20,Libra
25,Private,Bachelors,13,Prof-specialty,0,10347,40,Taiwan,25.99,Virgo
52,Local-gov,Some-college,10,Adm-clerical,0,0,40,United-States,49.80,Sagittarius
46,Private,Some-college,10,Adm-clerical,0,0,40,United-States,91.19,Leo
30,Private,HS-grad,9,Craft-repair,0,0,40,United-States,30.47,Taurus
52,Private,Some-college,10,Exec-managerial,0,0,40,United-States,102.87,Sagittarius
28,Private,HS-grad,9,Transport-moving,0,0,40,United-States,18.29,Capricorn
17,Private,10th,6,Other-service,0,0,40,United-States,32.26,Aquarius
46,State-gov,Some-college,10,Other-service,0,0,40,United-States,15.74,Pisces 
45,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,177.49,Leo
21,Private,Some-college,10,Prof-specialty,251990,0,40,United-States,322.58,Scorpio
18,Self-emp-not-inc,HS-grad,9,Other-service,239369,0,40,United-States,26.35,Scorpio
17,Private,11th,7,Other-service,0,1721,40,United-States,43.39,Pisces 
90,Private,Some-college,10,Sales,0,0,40,United-States,12.55,Capricorn
23,Private,Some-college,10,Craft-repair,0,0,40,United-States,38.80,Capricorn
41,Private,Bachelors,13,Prof-specialty,0,12470,40,United-States,136.97,Virgo
19,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,40,United-States,29.17,Taurus
69,Private,HS-grad,9,Transport-moving,0,0,40,United-States,23.52,Gemini
23,Federal-gov,Assoc-acdm,12,Exec-managerial,0,0,40,United-States,41.98,Taurus
28,Private,Some-college,10,Tech-support,200688,0,40,United-States,13.93,Scorpio
37,Private,Assoc-acdm,12,Sales,0,1977,40,United-States,97.92,Leo
57,Private,HS-grad,9,Sales,0,0,40,United-States,27.51,Taurus
30,Local-gov,Some-college,10,Protective-serv,0,1974,40,United-States,44.79,Leo
48,Private,HS-grad,9,Adm-clerical,914,0,40,United-States,28.91,Pisces 
73,Private,HS-grad,9,Other-service,0,0,40,United-States,47.42,Aquarius
25,Private,5th-6th,3,Machine-op-inspct,0,0,40,Mexico,24.26,Pisces 
33,Private,Masters,14,Exec-managerial,222504,0,40,United-States,136.54,Scorpio
36,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,18.47,Cancer
28,Private,HS-grad,9,Craft-repair,289288,0,40,United-States,414.20,Scorpio
57,Private,HS-grad,9,Other-service,0,0,40,United-States,10.97,Gemini
31,Private,Some-college,10,Other-service,207817,0,40,United-States,24.63,Scorpio
35,?,9th,5,?,0,0,40,United-States,31.14,Aquarius
40,State-gov,HS-grad,9,Other-service,0,0,40,United-States,25.15,Aquarius
32,Private,Some-college,10,Prof-specialty,0,0,40,United-States,45.91,Virgo
35,?,Bachelors,13,?,0,0,40,United-States,35.37,Taurus
26,Private,HS-grad,9,Adm-clerical,0,0,40,Jamaica,40.35,Pisces 
27,Self-emp-inc,Some-college,10,Sales,0,0,40,United-States,40.56,Virgo
17,Private,10th,6,Other-service,0,1602,40,United-States,46.30,Leo
29,Private,Some-college,10,Craft-repair,0,0,40,United-States,24.47,Gemini
18,Private,11th,7,Other-service,0,0,40,United-States,13.25,Cancer
20,Private,Some-college,10,Sales,264018,0,40,United-States,47.91,Scorpio
69,?,HS-grad,9,?,0,0,40,United-States,40.93,Leo
18,State-gov,Some-college,10,Other-service,0,0,40,United-States,19.65,Cancer
56,Private,HS-grad,9,Other-service,0,0,40,United-States,36.73,Sagittarius
40,Private,Some-college,10,Other-service,0,0,40,United-States,38.84,Pisces 
46,Private,Some-college,10,Exec-managerial,0,0,40,United-States,46.66,Gemini
41,Private,12th,8,Protective-serv,0,0,40,?,48.10,Virgo
53,Private,Some-college,10,Exec-managerial,0,0,40,United-States,49.17,Pisces 
50,Private,Masters,14,Exec-managerial,0,0,40,United-States,185.11,Sagittarius
23,Private,11th,7,Handlers-cleaners,0,0,40,United-States,22.39,Pisces 
40,Private,Bachelors,13,Exec-managerial,0,11372,40,United-States,181.33,Virgo
54,Self-emp-inc,Some-college,10,Transport-moving,0,0,40,United-States,114.77,Pisces 
45,Private,Some-college,10,Exec-managerial,0,0,40,United-States,19.96,Capricorn
53,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,194.94,Gemini
17,?,11th,7,?,0,0,40,Peru,49.47,Taurus
50,Local-gov,Bachelors,13,Exec-managerial,0,0,40,United-States,130.97,Capricorn
22,?,Bachelors,13,?,0,0,40,United-States,41.55,Aquarius
30,Private,Bachelors,13,Other-service,0,0,40,?,42.71,Cancer
40,Self-emp-inc,Bachelors,13,Craft-repair,0,0,40,United-States,44.30,Aquarius
36,State-gov,Masters,14,Prof-specialty,0,0,40,United-States,30.38,Taurus
25,Self-emp-not-inc,Assoc-acdm,12,Sales,243940,0,40,United-States,49.55,Scorpio
29,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,43.91,Sagittarius
29,Private,Bachelors,13,Farming-fishing,0,12351,40,United-States,18.18,Virgo
22,Private,Bachelors,13,Sales,0,0,40,United-States,11.10,Taurus
56,Private,Bachelors,13,Prof-specialty,0,0,40,Haiti,48.68,Capricorn
60,Local-gov,Masters,14,Exec-managerial,0,12419,40,United-States,106.10,Virgo
37,Private,HS-grad,9,Machine-op-inspct,3464,0,40,United-States,452.94,Capricorn
53,Private,7th-8th,4,Machine-op-inspct,0,0,40,United-States,11.91,Virgo
23,State-gov,Some-college,10,Adm-clerical,0,0,40,United-States,23.65,Libra
18,Private,HS-grad,9,Priv-house-serv,0,0,40,United-States,10.57,Libra
36,Private,Some-college,10,Sales,3325,0,40,United-States,419.57,Taurus
67,Self-emp-inc,HS-grad,9,Exec-managerial,9386,0,40,United-States,489.04,Taurus
31,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,20.68,Aquarius
26,Private,Bachelors,13,Sales,0,0,40,United-States,106.99,Sagittarius
18,Private,11th,7,Adm-clerical,0,0,40,United-States,35.49,Libra
45,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,41.63,Sagittarius
64,Private,11th,7,Sales,0,0,40,United-States,19.45,Capricorn
26,Private,HS-grad,9,Sales,0,0,40,United-States,17.57,Taurus
53,Private,Some-college,10,Prof-specialty,0,0,40,United-States,34.01,Capricorn
27,Private,HS-grad,9,Handlers-cleaners,0,0,40,Guatemala,23.96,Pisces 
32,Private,Some-college,10,Machine-op-inspct,0,0,40,United-States,38.96,Gemini
49,Self-emp-not-inc,HS-grad,9,Exec-managerial,14084,0,40,United-States,370.68,Cancer
59,Private,10th,6,Craft-repair,0,0,40,United-States,120.93,Aquarius
44,Private,Masters,14,Prof-specialty,7688,0,40,United-States,478.21,Pisces 
61,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,40,United-States,41.86,Pisces 
41,?,HS-grad,9,?,0,0,40,United-States,14.58,Taurus
46,State-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,33.73,Aquarius
32,Private,HS-grad,9,Adm-clerical,244195,0,40,United-States,11.42,Scorpio
29,Private,HS-grad,9,Sales,0,0,40,United-States,26.67,Aquarius
48,Private,Masters,14,Exec-managerial,0,0,40,United-States,28.38,Cancer
32,Private,Some-college,10,Exec-managerial,0,0,40,United-States,23.61,Sagittarius
21,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,30.23,Taurus
50,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,0,40,United-States,146.76,Leo
44,Local-gov,Masters,14,Prof-specialty,0,0,40,United-States,70.02,Sagittarius
51,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,14.21,Capricorn
42,Private,HS-grad,9,Craft-repair,0,0,40,United-States,146.66,Aquarius
27,Private,Bachelors,13,Protective-serv,0,0,40,United-States,46.22,Sagittarius
70,Self-emp-not-inc,HS-grad,9,Exec-managerial,258200,0,40,United-States,23.57,Scorpio
33,Private,HS-grad,9,Exec-managerial,280089,0,40,United-States,49.98,Scorpio
65,Self-emp-not-inc,HS-grad,9,Farming-fishing,10605,0,40,United-States,428.12,Taurus
39,Private,Masters,14,Adm-clerical,0,0,40,?,48.01,Libra
32,Private,HS-grad,9,Craft-repair,0,0,40,United-States,20.66,Gemini
30,Private,Some-college,10,Prof-specialty,0,0,40,United-States,38.36,Pisces 
43,Self-emp-inc,Some-college,10,Exec-managerial,294780,0,40,United-States,13.10,Scorpio
31,Private,9th,5,Other-service,0,0,40,United-States,48.40,Sagittarius
64,Federal-gov,Bachelors,13,Adm-clerical,0,0,40,United-States,21.10,Sagittarius
37,Local-gov,Some-college,10,Protective-serv,0,0,40,United-States,20.02,Cancer
49,Self-emp-not-inc,HS-grad,9,Sales,0,0,40,United-States,14.46,Cancer
29,Private,11th,7,Machine-op-inspct,0,0,40,United-States,10.89,Gemini
35,Local-gov,HS-grad,9,Exec-managerial,0,0,40,United-States,35.23,Leo
37,Private,Assoc-acdm,12,Prof-specialty,0,1740,40,United-States,10.44,Pisces 
42,State-gov,Masters,14,Prof-specialty,0,0,40,United-States,124.83,Capricorn
21,?,Some-college,10,?,270286,0,40,United-States,48.76,Scorpio
23,Private,Assoc-acdm,12,Sales,0,0,40,United-States,36.72,Aquarius
35,Local-gov,HS-grad,9,Other-service,0,0,40,United-States,14.96,Gemini
29,State-gov,Assoc-voc,11,Protective-serv,0,0,40,United-States,189.59,Aquarius
23,Private,Some-college,10,Other-service,0,0,40,United-States,21.46,Capricorn
21,Private,Some-college,10,Other-service,0,0,40,?,18.83,Capricorn
45,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,10.45,Aquarius
24,?,Bachelors,13,?,0,0,40,United-States,36.21,Aquarius
38,Private,HS-grad,9,Handlers-cleaners,594,0,40,United-States,49.11,Libra
28,?,10th,6,?,0,0,40,United-States,21.97,Leo
23,Private,HS-grad,9,Sales,0,0,40,United-States,21.98,Aquarius
39,Self-emp-not-inc,Bachelors,13,Sales,0,0,40,Iran,39.34,Sagittarius
45,Private,Masters,14,Exec-managerial,15024,13113,40,United-States,438.52,Virgo
68,Private,Assoc-acdm,12,Exec-managerial,0,12492,40,United-States,43.74,Virgo
60,Federal-gov,Assoc-voc,11,Prof-specialty,298712,0,40,United-States,311.97,Scorpio
38,State-gov,Doctorate,16,Prof-specialty,7688,10373,40,?,449.88,Virgo
41,Private,12th,8,Craft-repair,0,0,40,United-States,37.23,Libra
48,Private,HS-grad,9,Craft-repair,0,0,40,United-States,48.09,Aquarius
33,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,40.51,Pisces 
48,Private,Assoc-voc,11,Craft-repair,0,0,40,United-States,39.08,Gemini
23,Local-gov,Some-college,10,Adm-clerical,0,0,40,United-States,47.97,Libra
26,Private,9th,5,Craft-repair,0,0,40,United-States,43.79,Libra
55,Self-emp-inc,Bachelors,13,Exec-managerial,0,11289,40,United-States,87.30,Virgo
35,State-gov,Masters,14,Prof-specialty,0,0,40,United-States,34.17,Aquarius
52,Private,Some-college,10,Exec-managerial,3103,0,40,United-States,411.26,Libra
46,State-gov,HS-grad,9,Adm-clerical,0,0,40,United-States,21.39,Virgo
72,?,HS-grad,9,?,0,0,40,United-States,32.44,Taurus
18,Private,HS-grad,9,Other-service,0,0,40,United-States,44.13,Pisces 
62,Local-gov,HS-grad,9,Transport-moving,0,0,40,United-States,43.23,Virgo
22,Private,Some-college,10,Transport-moving,0,0,40,United-States,13.14,Pisces 
40,Private,Some-college,10,Adm-clerical,7298,0,40,United-States,383.09,Sagittarius
26,Private,Some-college,10,Sales,0,0,40,United-States,18.94,Virgo
35,Private,Assoc-acdm,12,Sales,0,0,40,United-States,24.35,Pisces 
25,Self-emp-not-inc,HS-grad,9,Sales,0,0,40,United-States,35.44,Capricorn
46,?,Assoc-voc,11,?,0,0,40,United-States,114.58,Capricorn
39,Private,Bachelors,13,Craft-repair,0,1564,40,?,178.09,Libra
41,Private,Some-college,10,Craft-repair,0,0,40,United-States,126.93,Taurus
59,Private,Bachelors,13,Handlers-cleaners,0,0,40,Italy,111.12,Sagittarius
37,Private,HS-grad,9,Craft-repair,0,0,40,United-States,16.63,Capricorn
38,Private,Some-college,10,Craft-repair,0,0,40,United-States,13.08,Cancer
33,Private,Bachelors,13,Exec-managerial,0,0,40,?,29.71,Capricorn
23,Private,Assoc-acdm,12,Other-service,0,0,40,Puerto-Rico,33.52,Leo
67,Self-emp-not-inc,Masters,14,Prof-specialty,18481,0,40,United-States,493.02,Aquarius
60,Private,Bachelors,13,Prof-specialty,8614,0,40,United-States,403.29,Sagittarius
39,Self-emp-inc,Bachelors,13,Prof-specialty,0,0,40,United-States,197.93,Capricorn
32,Self-emp-not-inc,HS-grad,9,Transport-moving,0,1887,40,United-States,492.88,Leo
26,Private,Bachelors,13,Prof-specialty,0,0,40,United-States,28.65,Libra
39,Private,HS-grad,9,Tech-support,0,0,40,United-States,20.92,Aquarius
28,Private,Some-college,10,Adm-clerical,0,0,40,United-States,25.67,Libra
29,Private,11th,7,Craft-repair,0,0,40,United-States,21.28,Pisces 
43,Private,Assoc-voc,11,Craft-repair,0,13035,40,United-States,20.66,Virgo
23,Private,Some-college,10,Tech-support,0,0,40,United-States,15.35,Sagittarius
32,Private,Bachelors,13,Sales,226628,1977,40,United-States,865.16,Scorpio
33,Self-emp-not-inc,Some-college,10,Prof-specialty,0,0,40,United-States,108.02,Gemini
45,Private,HS-grad,9,Other-service,0,0,40,United-States,34.95,Libra
48,Private,HS-grad,9,Craft-repair,0,0,40,United-States,29.14,Capricorn
43,Local-gov,Prof-school,15,Prof-specialty,15024,0,40,United-States,309.88,Gemini
50,Self-emp-not-inc,HS-grad,9,Transport-moving,0,0,40,United-States,127.28,Leo
63,Private,Bachelors,13,Tech-support,0,0,40,United-States,146.99,Sagittarius
55,Private,HS-grad,9,Craft-repair,3103,0,40,United-States,352.16,Sagittarius
22,Private,Bachelors,13,Exec-managerial,0,11853,40,United-States,17.33,Virgo
32,Self-emp-not-inc,HS-grad,9,Other-service,0,0,40,United-States,41.79,Aquarius
27,Private,Assoc-acdm,12,Exec-managerial,0,0,40,United-States,20.40,Pisces 
22,Private,Bachelors,13,Sales,267510,0,40,United-States,29.74,Scorpio
44,Private,HS-grad,9,Transport-moving,0,0,40,United-States,41.86,Libra
34,Private,HS-grad,9,Other-service,0,0,40,United-States,15.09,Libra
28,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,40.33,Sagittarius
40,Private,Masters,14,Prof-specialty,15024,0,40,United-States,446.54,Gemini
45,Private,Some-college,10,Transport-moving,0,0,40,United-States,28.23,Libra
17,Private,10th,6,Other-service,0,0,40,United-States,47.90,Pisces 
53,Self-emp-not-inc,12th,8,Craft-repair,0,0,40,United-States,41.33,Libra
58,Private,Assoc-acdm,12,Craft-repair,0,0,40,United-States,118.05,Cancer
55,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,40,United-States,48.17,Sagittarius
44,Local-gov,Assoc-voc,11,Craft-repair,0,0,40,United-States,31.43,Pisces 
40,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,40,United-States,25.29,Libra
58,Self-emp-not-inc,Masters,14,Exec-managerial,0,0,40,United-States,25.89,Taurus
38,Private,HS-grad,9,Craft-repair,0,0,40,United-States,168.14,Libra
62,Private,9th,5,Priv-house-serv,1055,0,40,United-States,308.58,Libra
31,Private,Assoc-voc,11,Craft-repair,3464,10096,40,United-States,392.33,Virgo
31,Private,11th,7,Craft-repair,0,0,40,Mexico,11.19,Capricorn
30,Private,HS-grad,9,Exec-managerial,0,1876,40,United-States,23.87,Cancer
37,Private,HS-grad,9,Adm-clerical,297923,0,40,Mexico,39.52,Scorpio
38,Local-gov,HS-grad,9,Craft-repair,0,1876,40,Canada,10.56,Capricorn
58,Local-gov,12th,8,Farming-fishing,0,0,40,United-States,38.15,Sagittarius
30,Private,Bachelors,13,Exec-managerial,0,0,40,United-States,158.96,Cancer
28,Private,Assoc-voc,11,Prof-specialty,4650,0,40,United-States,468.31,Sagittarius
46,Private,Some-college,10,Exec-managerial,222265,0,40,United-States,23.54,Scorpio
34,Private,Bachelors,13,Tech-support,0,0,40,United-States,16.93,Leo
39,Self-emp-inc,Some-college,10,Craft-repair,0,0,40,United-States,27.04,Aquarius
61,Self-emp-inc,Some-college,10,Sales,0,0,40,United-States,44.57,Pisces 
30,Self-emp-not-inc,Assoc-voc,11,Machine-op-inspct,0,0,40,United-States,39.48,Leo
31,Private,HS-grad,9,Other-service,0,0,40,United-States,37.30,Capricorn
21,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,45.70,Sagittarius
50,Private,HS-grad,9,Machine-op-inspct,0,0,40,United-States,31.35,Pisces 
47,Private,HS-grad,9,Adm-clerical,0,0,40,United-States,14.08,Pisces 
20,Private,HS-grad,9,Handlers-cleaners,0,0,40,United-States,24.29,Aquarius
23,Private,Bachelors,13,Other-service,0,0,40,United-States,42.82,Pisces 
46,Private,1st-4th,2,Other-service,0,0,40,Mexico,49.89,Libra
